Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,8,so delicious,BernardE-53,n/a,15/08/2025,"This documentary brought to life tons of issues many Filipino and Filipino American restaurant owners face. I greatly appreciated how different parts of the United States and the Philippines featured different restaurants thoughts and opinions of what constitutes authentic Filipino cuisine, which in my view, is based on your own lived experience. I especially like how the skits satirically poke fun at how most family own business struggle with. Overall it was a great film that made me develop a deep appreciation for Filipino cuisine. Excellent work neighbor! I'm excited for more films to come!",False
2,10,We Laughed As Much As We Drooled,ClarenceB-47,n/a,15/08/2025,"This documentary literally had us drooling throughout the entire film. After watching it, we were craving Filipino food so bad and we were talking plans to go and check out all the places that they featured. The storytelling was as good as the food (presumably) was, and the dash of humor here and there was the secret ingredient that made it such a great viewing experience. Whether you're Filipino or not, there's so much to learn about the culture from watching this documentary, and so much to relate with in terms of family, food, friends, and the fun of it all. This documentary is worth every bite!",False
3,10,GREAT WATCH!,kphagnasay,n/a,15/08/2025,"""Authentic or Not""is an absolute gem of a series that beautifully captures the heart of Filipino culture through its food. Each segment takes you on a flavorful journey where tradition, history, and personal stories come together in the most authentic way. I loved learning about the meaning behind each dish and the connection it has to family, identity, and heritage. It's more than just a food show-it's a celebration of community and culture. A must-watch for anyone who appreciates storytelling through cuisine. It sparks curiosity and leaves you feeling connected and inspired. Highly recommended!",False
4,10,More Than Just a Food Show: The Cultural Celebration of 'Authentic or Not,BlessieP,n/a,15/08/2025,"Authentic or Not"" is a true gem that beautifully showcases Filipino culture through its food. Each episode takes you on a flavorful journey, merging tradition, history, and personal stories in an engaging way. Discovering the significance of each dish and its connection to family and heritage is fascinating.This series goes beyond typical cooking shows; it's a heartfelt tribute to community and culture. The storytelling captivates, leaving viewers inspired and connected to the rich tapestry of Filipino cuisine.For anyone who loves storytelling through food, ""Authentic or Not"" is a must-see! Don't miss out on this remarkable journey!",False
5,10,AMAZING!,nenggeli,n/a,15/08/2025,"This documentary will make you wish you were eating Filipino food right there and right then. The team behind this captures Filipino culture so much so that it would make any Filipino proud. Despite that, It doesn't matter if you're Filipino or not, the themes that the documentary tackles are something people from any part of the world can relate to. I highly recommend everyone and anyone to watch it. It's the perfect way to make you excited to eat. Let me warn you, however: make sure to have save some time after watching to get food afterwards, because trust me, it will leave you wanting to eat as soon as the credits roll.",False
6,10,Great film! 10/10,EricaB-63,n/a,15/08/2025,"This film is a heartfelt, authentic tribute to Filipino cuisine that left me deeply inspired and genuinely moved. From the very first scene, it was clear that this wasn't just a documentary about food-it was a story about heritage, resilience, and the way flavors carry memory and meaning. Filipino cuisine has long been underrepresented in mainstream culinary media, but this film gives it the spotlight it so richly deserves.What stood out most to me was the care and attention given to each story behind the dishes. The film doesn't just show the food-it tells the stories of the people who make it, the families that have kept these traditions alive, and the rich cultural tapestry that ties it all together. It's both educational and emotional, and it made me appreciate the deep roots and diversity within Filipino cooking.The visual storytelling was absolutely stunning. From the rich, golden hues of kare-kare simmering on a stovetop to the crisp crackle of freshly made lechon, the cinematography captured each dish with reverence. You could practically smell the garlic, vinegar, and spices wafting from the screen. Every restaurant and home kitchen featured in the film felt like a portal to a place of warmth, hospitality, and unshakable pride.Chris, the filmmaker, has a great take on making meaningful and visually compelling films. There's a distinct style to his work-thoughtful pacing, intimate interviews, and a clear passion for the subject matter. His direction allows each chef and storyteller to shine, while never overshadowing the food or the culture it represents. It's rare to see a documentary that balances artistic vision with such cultural sensitivity, but Chris achieves it masterfully. I can't wait to see what he creates next.What's more, this film didn't just entertain me-it motivated me. As soon as the credits rolled, I started making a list of the restaurants featured. I'm now inspired to make stops at each one to try the dishes for myself. It feels like a culinary pilgrimage, a way to engage more deeply with the cuisine and culture I saw on screen. There's something incredibly powerful about how this film turns viewers into participants, encouraging us to support these local businesses and taste these beloved dishes firsthand.The pacing of the film was also perfectly balanced. It gave enough time for each story to breathe without ever feeling slow. The transitions between locations were smooth, and the overall structure made the journey feel cohesive, like a lovingly curated tasting menu that builds in richness and complexity with every course.One of the most memorable aspects was how the film showcased the evolution of Filipino cuisine in the diaspora. It honored traditional methods while also celebrating innovation-chefs who are reinventing classics and blending influences without losing the soul of the food. It reminded me that culture isn't static; it grows, adapts, and finds new expression in each generation.In a world full of food documentaries, this one stands out for its sincerity, its beauty, and its heart. It's not just about what's on the plate-it's about the people behind it, the stories that shaped it, and the communities that keep it alive. Whether you're Filipino or not, this film speaks to the universal power of food to connect, comfort, and celebrate.In short, this film is a must-watch. It's informative, visually stunning, emotionally resonant, and culturally rich. I give it a wholehearted 10/10.",False
7,10,Honest opinion,GeorgeF-35,n/a,15/08/2025,"I recently watched a movie about the Filipino food revolution, and I was thoroughly impressed. The film was well-written and skillfully directed, capturing my attention from beginning to end. I truly had a blast watching it, it took me on an emotional journey, offering moments of joy, reflection, and inspiration. Beyond its entertainment value, it was also incredibly informative; I learned so much about Filipino culture and the deep significance of food in family and tradition. It's a heartfelt, educational, and enjoyable film, perfect for family viewing. Well done to everyone involved!!!!!!!!",False
8,10,Philippino Soul Food,James-9365,n/a,15/08/2025,"There are lots of technical aspects to admire about this film. I'll leave that up to the other reviews to point out. I know this film is a bit of a diversion from the action packed ""Master and Commander"" and some of his more action packed Soriano projects. What I like most about this film is what I like best of the Soriano films and that's that I can sit down with my family and enjoy a great film with a great story and I won't have to worry about seeing anything embarrassing, gratuitous or perverse. Everyone is going to enjoy this film, you are going to get hungry and you are going to learn a little something about culture. In my book that's a near perfect recipe for a great presentation.",False
9,10,Awesome Film!!,RiaT-72,n/a,15/08/2025,"Chris Soriano's Authentic or Not is a triumphant celebration of Filipino food and culture, served with heart, humor, and an irresistible sense of wanderlust. This Amazon Prime documentary doesn't just highlight dishes - it tells stories, weaving together the flavors of the Philippines with the experienceIt is more than a food documentary - it's a moving tribute to the resilience, creativity, and soul of the Filipino community. Whether you're a Filipino diaspora member missing home or a curious foodie eager to explore a new cuisine, this film is an absolute must-watch.A perfect 10/10. Prepare to be inspired - and to get very, very hungry!! 🤤",False
10,10,Connected and Hungry,AlyssaP-681,n/a,15/08/2025,"Authentic or Not: The Filipino Food Revolution was an absolute joy to watch. I loved seeing restaurants around the world reimagine Filipino cuisine while still honoring its roots. The film does a great job of exploring how food evolves without losing its identity, highlighting both traditional dishes and modern interpretations. It was emotional, inspiring, and beautifully shot. I especially enjoyed the personal stories from chefs and families that showed how deeply food connects to culture, memory, and pride. This documentary made me proud of Filipino heritage. A must-watch for food lovers and storytellers alike.",False
