Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,8,Good ideea for a real purpose.,jxibska,n/a,16/08/2025,"Writter, Producer, Actor Stefan Mandachi, you are trying to hard into letting people see your actions and accomplishments . Even though the movie should be about the cold true fact that Romania has a bad infrastucure whith slow or no real involvement of the government, at some point it feels more like self promotion movie . Or Maybe it was just amateur editing and directing , being ur first. Who knows :) .",False
2,8,Worth viewing,cioboteacristiann,n/a,16/08/2025,"Emotional movie. Well made for a documentary, given that this is their first film. The social story is a very real problem in Romania.",False
3,9,The truth,mariavscristina,n/a,16/08/2025,"This documentary presents the sad truth about Romania's situation. It's not easy to watch because it hurts, but still it must be seen, because we need to know these things and truth must be told, it must come out. I gave it a 9 because it is not a pleasure to watch, to see how many people die every day in Romania because of the lack of highways, but everything else is awesome executed, good research, exceptional message and I appreciate this man that had the courage to do it and gave his time and money to bring these things to our attention and to try and change something.",False
4,10,Excellent documentary,biancamoldovan-38353,n/a,16/08/2025,"This is a movie that present la real problems of a political corrupted system, the issue of road and the ugly truth about how dramatic is to be a driver in Romania.Good work Stefan!",False
5,10,A must watch!,andycondurache,n/a,16/08/2025,"This movie gives you mixed feelings when you watch it. All the lies, all the corruption, everything is packed in this well done film. I must say, i was speechless and confused after I saw the movie.
All in all, 10/10 and we are waiting for another one!Stefan Mandachi, a warmful greeting from Bucovina!#sieu",False
6,10,The result of the biggest thiefs in UE,mindrescuionut-59235,n/a,16/08/2025,"This movie shows us the result of being under the ""people"" that stole everything they could stole from us and from the UE. This is our call and we need help. Best romanian movie ever and the most saddest yet.",False
7,10,Spechless,astonished_shout,n/a,16/08/2025,"Cadrele. Naratiunea. Totul mai 'mult ca perfect'. Felicitari, Stefan! Sa speram ca nu va ramane doar un film 'vazut' si atat! Sa speram!",False
8,10,Must watch!,ruxanahaisan-42523,n/a,16/08/2025,"The movie brings to life the personal tragedies of the victims of car accidents and their loved ones. This is the result of 30 years of bad leadership in Romania's political system!
The movie is the outcome of the 15 minutes protest in which millions of Romanians interrupted their activities to let the Government know that they no longer stand for the lack of highways. After almost one year and a half since the protest, we still do not have highways...We are all waiting (and hoping) to see if the movie has the intended impact and the Government will take the necessary measures to develop the infrastructure of the country!",False
9,10,Life beats the movie 😥,sergyu_sv,n/a,16/08/2025,"Without the movie, the story of the griefing mother would have been unheard.",False
10,10,The Ugly Truth of a nation,banustefy,n/a,16/08/2025,"I've cried all the way through. :(
This movie is a wake up call. I wish it would be mandatory in all schools to educate a future generation about the consequences of their choices.
Well done Stefan and team!
This movie is more of a statement of those who believe and are actively involved in a genuine change in Romania.💙💛❤",False
11,1,Commercial Spot,ewasadrian,n/a,16/08/2025,"Mandachi show. He just took advantage of people lives to gain image.
Loads to follow!",False
12,10,Va recomand acest film,spax_lover,n/a,16/08/2025,"SpoilerEste un film facut din suflet, este un film pentru noi toti, este o lectie si totodata un adevar crud.
Recomand",True
13,10,A documentary that hurts,madalinadale-99445,n/a,16/08/2025,"A cruel reality especially for us Romanians. Frustration and anger amplifies as we remember that almost each one of us had at least one person we knew involved in a deadly car accident. I was surprised of the insolence the ex prime ministers talked about who it is to blame for the situation Romania is in now.
This documentary is like a reality pill taken on an empty stomach meant to shaken your comfort zone. It can make you despise even more Romanian politicians and their politics. My question at the end of the movie: what can I do to help the situation change?",False
14,10,"""Ignorance is a bliss""",manolacheana,n/a,16/08/2025,"This documentary depicts the brutal landscape of an european dream. A vivid dream in which Romania's lack of highways has drastic consequences. But he cost of these consequences is priceless, people's lives.Stefan courageously took the position of a leader of this cause, as an intent to raise awareness, to underline the vain promises of politicians and to stop their ignorance in terms of highways, by organizing a protest and by making this documentary.",False
15,10,Great movie to watch,cipriangafincu,n/a,16/08/2025,An interesting movie to watch about the situation of the highways in Romania.,False
16,10,One of the best,lulutzuthedriver,n/a,16/08/2025,"One of the best documentary movies witch ever seen presents the reality of Romania roads, politicians without answers when they been involved in corruption and destroyed families after the roads accident and after all of this even today the responsable people in charge didn't take any action to stop this crimes on Romania Roads.",False
17,10,Great Movie !,ripanumihai,n/a,16/08/2025,"Great Movie! An eye opener for all Romanians.Great Initiative Stefan Mandachi!This is only the begining!
First Step is to ask for it!Keep up the good work!",False
18,10,Amaizing,RoyalCoder,n/a,16/08/2025,"One of the best Romanian documentary I ever seen in my entire life. I recommend it from the bottom of my heart, it's a awaking for all the Romanians!This movie must to be mandatory in schools, highschools etc.Respect for the crew, can't wait for the second part Stefan!",False
19,1,Fail,dumitrukristian,n/a,16/08/2025,"Congratulations for # SiEu, this movie is all about his realization in life. Can you make a movie how your family maked frist money? Pe romaneste, acest film este o shaorma cu de toate.",False
20,10,Amazing,lsilviu,n/a,16/08/2025,"Thank you Stefan, this is amazing to watch. I WAS SHOCKED how good it is.",False
21,10,Good job 👍,teodorajarnea,n/a,16/08/2025,SpoilerA movie that makes you think. Congratulations for your work 🙏,True
22,10,No one could have said it better!,freaky_love-02015,n/a,16/08/2025,"Well done! No one could have said it and show it better, the truth about Romania's ""highways""...",False
23,10,The sad truth,mateescuandrei-54135,n/a,16/08/2025,"Congratulations Stefan for all of this. Even if all of us know the truth, sometimes is better to have people like you to remind us that we have to fight, not just to live everyday accepting what we have. It is what it is because each one of us accepts the corruption. Maybe we are afraid of doing something but you reminded us that we are not alone. From my point of view, it is not just a movie, it is way more than that, it is the real Romania with all its problems. From politics, to people that are doing nothing to change the life that we have in our country. Thank for everything you did. I am sure that it wasn't easy at all, but in the end, your work is a piece of art.",False
24,10,The reality,adihtu,n/a,16/08/2025,Unfortunately this is the reality we live in Romania. Congrats to Stefan and his team for this amazing movie.,False
25,10,Speechless,mirceamaghiar,n/a,16/08/2025,"Best romanian documentary i've ever seen. It is such a contemporary drama that should be history by now. So many tragedies could have been avoided only if they, that are supoosed to take care of us, would have just done their jobs.
The other aspects of the movie, the interviews, stories effects and sounds just made it so real. It really touch and awake you especially if you are romanian.
i highly recommend!",False
