Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,7,The Metamorphosis of Birds,MogwaiMovieReviews,n/a,16/08/2025,"It's rare I find myself watching a film with no reviews here on IMDB, but when I do I always feel a duty to leave a few words, so here we are.If I were to try compare The Metamorphosis of Birds to anything else it would have to be some of the more poetic films of the 60s and 70s, particularly The Color of Pomegranites, but with a dash of one of Wes Anderson's family sagas thrown in for good measure.The film is told entirely in voiceover: an unseen narrator, the reminiscences of grown-up children, the letters going back and forth between a sailor and his wife back home... and accompanied by some rich and striking images. This scaffolding perhaps weakens and limits its power, as everything is being depicted at a distance, and so what story there is can feel a little tedious at times. The great majority of shots are of things other than human faces, and it's hard to connect very deeply with anyone onscreen. It can occasionally feel more like a slideshow of fantastical photography with an accompanying lecture.Nevertheless, it remains a very handsome, tightly-constructed and thoughtful film, and certainly worth a look, even if only the once.",False
2,6,Visually Amazing,atractiveeyes,n/a,16/08/2025,"Portugal's official entry to 2022's Oscars is a visually stunning documentary. Literally every frame of it is a masterpiece. It's emotional and compassionate but I couldn't connect to it. It's so philosophical and metaphorical, the monologues are so sophisticated which makes it annoying and hard to follow most of the time.",False
3,7,Stunning,luissilvahiop,n/a,16/08/2025,The narrative is very very good. It has a dose of portugalismo all over. The images are like canvas. You could easily imagine that u are watching the movie at a gallery. Spoiler: it has nothing to do with birds. It's a metaphor. If you like. If you enjoy Terrence malick give this a chance.,False
4,10,A perfect symphony of all things cinematic,oanabanana,n/a,16/08/2025,"It's rare that you are simply overcome by beauty and you weep intensely because of it. This film is a symphony and perfect choreography of words, images sounds and universal feelings.Writing this during the end credits and I feel I cannot grasp the immensity of what this film has risen in me.",False
5,9,"Every frame works as a canvas, and every scene is a portrait!",tanvirrayhanrifat,n/a,16/08/2025,"The title of this review says it all. When I started to watch this film, it provided me with different multitude of sensations. It seemed like a poetic expression of camera, every scene creates an abstract art. No real dialogues between characters, only consisting of monologues of those characters portrayed in that film. This is a story of a family consisting of eight members, six of them are the children of Henriquez and Beatriz. The story is told through showcasing the nature and how it works, how we all related to the nature itself.The most alluring thing about this movie is bold work of cinematography. Every frame is static and the objects in that frame moves so delicately that it creates some emotions to the viewers' minds. Every monologues of this film expresses the philosophy of life by comparing them with nature. It is an unorthodox form of storytelling through visual medium and I have to say, this is very bold one indeed!",False
6,9,A Family Epic,wellgamertutos,n/a,16/08/2025,"Directed by Catarina Vasconcelos, the film narrates the life of a Portuguese family through various accounts, whether these letters, recordings, photographs or simply the artistic reinterpretation of some fact from the past.Like other Portuguese filmmakers (Miguel Gomes, for example) the director Catarina Vasconcelos chooses to mix documentary and fiction, when reporting her family's biography and capturing with the lens the real subjects who starred in those narrated situations, but at the same time elaborating images almost surreal and filling narrative gaps with extremely deep philosophical reflections on family relationships. This has been a wonderful feature of Portuguese cinema in recent years, a factor that has earned many fans around the world, in addition to recognition at various international festivals.Such fame is the result of the identification that we feel with realities so peculiar, but at the same time so similar to ours. When we enter the home of the family portrayed here, we observe a reality common to any family relationship. Parents and children experiencing a constant exchange of knowledge, in which children always have questions about various topics, and it is up to experienced adults to offer them satisfactory answers to this infinite range of questions.In this regard, it is impossible not to be hooked by the poetic beauty of Metamorphosis of the Birds, when for example one of Catarina's brothers asks mother Beatriz something that moves her imaginative childhood curiosity: ""do the plants think?"". These are the moments that make this experience something unforgettable, since we are facing the formation of a human being's character and also the representation of a feeling that moves the world, that is, the constant search for meanings that give some meaning to life.Such beauty seen on the screen also leaves us with a kind of moral responsibility, as the cinema of Portugal needs to be explored, especially by us Brazilians who, when watching any film produced in our former metropolis, observe in a language practically identical to ours a cultural formation quite different that, diverging from our Latin American society because it has beyond its geographic location, the history of a European country genuinely developed a cinema that is also subject to the artistic style of the old continent, so this cultural mix ends up resulting in what everyone we are passionate about images we seek ... Great films like this.",False
7,9,An elegy of haunting beauty,bosullivan-56042,n/a,16/08/2025,"This is the most compelling film I have seen for a long time. Every word, gesture, framing, is perfectly judged. It is impossible to summarise or adequately describe. I strongly advise all lovers of film to watch this.",False
8,5,eflective and Experimental - The Metamorphosis of Birds,m-abtahi,n/a,16/08/2025,"The Metamorphosis of Birds (A Metamorfose dos Pássaros) is a 2020 Portuguese film directed by Catarina Vasconcelos, blurring the lines between documentary, cinema, and drama. It is a poetic exploration of life, death, and familial relationships, particularly the nuanced perspectives of mothers, fathers, and daughters on existence and legacy.The film uses stunning, dialogue-free visuals to weave a narrative about renewal and the inevitability of mortality. Through its meditative imagery and introspective tone, it invites viewers to ponder the beauty and fragility of life. However, its unconventional storytelling and slow pace may not appeal to all audiences.While the film is undeniably thought-provoking, it leans heavily on abstract symbolism and artistic expression, which may resonate deeply with some but feel inaccessible or unengaging to others. As someone who reflected on its themes but didn't fully connect with it, I can appreciate its artistry without being captivated by its style.",False
9,8,"When you can't remember, invent",Marwan-Bob,n/a,16/08/2025,"""When you can't remember, invent""An astonishing piece of art, beautifully composed images, each one like a painting itself, A perfect symphony of all things that is cinema.",False
10,1,A very beautiful Instagram account,renegdn,n/a,16/08/2025,The cinema screen is just too large for what this movie has to show and say.,False
11,9,Enthralling like the Sea itself,madaravilson,n/a,16/08/2025,"This is one of the movies one is left thinking of for a while. I am sure it will often cross my mind when I'll see flocks of migrating birds pass seamlessly through the skies - the hawks, the cuckoos...Concepts like ""metamorphosis"", ""migration"", ""the sea"", ""horizon"" are unraveling in this intimate story of a Portuguese family, which still gives one the feeling of something universal, because almost everyone of us is confronted with similar situations in our life. Love transforms us. Grief transforms us. It never goes back to exactly how it was. And maybe it was intended that way anyway? A never-ending metamorphosis.A visual masterpiece I can definitely recommend, especially when one feels a bit pensive too.",False
12,1,Nothing to do with Birds,clemale1,n/a,16/08/2025,"A boring movie that's really about nothing, just a bunch of slap together videos by a teenage to try and look artsy fartsy. There's nothing to take away from this movie except the time wasted by people watching it.",False
