Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,5,Interesting enough for what it is but not much more than that,kannibalcorpsegrinder,n/a,16/08/2025,"Asked to visit a hunting lodge, a pair of paranormal researchers arrive at the location and proceed to their tactics of looking for the paranormal, soon sending themselves on a dangerous quest with a bring they never expected to encounter.This wasn't too bad for what it is. The core concept of this one focusing on the backstory of the location as the various sightings and experiences work perfectly to set up the location for the investigation that takes place. Filled with the typical kind of interactions and experiences taking place with their cameras and equipment, it all leads to somewhat more chilling and energetic encounters made all the better with the panicked found-footage format that allows this to get pretty close and personal to the hauntings. However, that doesn't change the fact that this one is severely dull for the vast majority of its running time. While the build-up of these events isn't so bad, there's still a lot of the film amounting to nothing more than people reacting to strange beeps or noises from their devices rather than featuring anything that genuinely showcases proof of the supernatural that they're seeking. The need to feature all the useless interviews on the town's history does this no favors and it all comes together into a cheap, somewhat bland experience.Rated Unrated/R: Language and Mild Violence.",False
2,3,Another Pathetic Attempt,jkakos,n/a,16/08/2025,"SpoilerYes, another pathetic attempt to prove hauntings are real. They are attempting to make certain sounds and events paranormal when they are not.And the pathetic psychic that comes to the house even suggesting animals when killed without respect, somehow threaten you in the afterlife (the boar).It's so obvious they're trying to make you believe these events they're investigating are real and proving activity in the afterlife. I don't know how many times I hear the phrase, ""Oh my God. Did you hear that?"" ""Did you see that?""They are trying too hard to make us believe and that's why it's authentic crap.",True
3,2,Big letdown,hammybarca,n/a,16/08/2025,"Went into this expecting it to be a full on found-footage horror movie. Started off slow, but that's was okay because lost of found footage films start off slow. But got 2/3 of the way through, and there had yet to be anything scary at all. The last 1/3 was the most disappointing. So much opportunity to do something scary. Even if it was something completely out of left field. But no, it was honestly just so disappointing. I've seen bad movies before and still enjoyed them for the few good things they have in them. But this movie (which is just over an hour) had basically nothing good about it.",False
4,2,What was this?,nickmarcantonio,n/a,16/08/2025,"SpoilerI have to say, this was a documentary that makes an attempt to be scary. All the elements are there, except one: the scare. We have a team of paranormal investigators, with a psychic, who are investigating the strange occurrences at a lodge. While the team and evidently the psychic, see scary and frightening things, we the viewer do not. There is nothing scary about a light or a door opening on its own, as these things can be done easily. We see frightened and astonished looks ok the faces of the cast, but we are treated to nothing ourselves. The only horror element to this movie are the drawings and sketches made by the psychic, of the so called ""ones"".If you are looking for horror, do yourself a favor and give this one a pass. Even removing the ""horror"" element, as a stand alone documentary it's utterly boring and eventless.",True
5,2,I hoped it was fiction,spiritcloud,n/a,16/08/2025,"SpoilerI have to confess: I came across this movie randomly, and I honestly thought throughout the entire thing that it was just bad fiction. Realizing it's supposed to be an actual investigative documentary makes it worse somehow. Like instead of it being bad acting, it's bad acting trying to come off as not acting. I think the line ""ghosts don't have that heavy of boots"" says it all. Especially given the alleged nature of the entities.Even the title is misleading, which there should be no reason for with a documentary. They couldn't seem to make up their minds if these were physical beings that couldn't be seen and had to use doors, or balls of energy that teleported around and through things without effort.But hey, if you want to believe advanced aliens traveled all the way to earth (from Orion?) (to hunt?) and had spent years trying desperately to get help from random hunters staying at a lodge...but also definitely didn't want said hunters to be there...and kept sneaking into their rooms...but were also afraid to get near them-no, actually I can't even think of a valid reason to justify believing illogical nonsense.I would say there's a very strong case for the high reviews on this film being fake/paid for. I've seen more than enough freelance projects listed for such things.",True
6,n/a,Utter Nonsense and BS,n/a,n/a,16/08/2025,"Does anyone actually believe that this nonsense is real? I put this on in the background for some noise while doing housework and that's about all it was good for. I imagine the ""crew"" of this ""documentary"" are a bunch of out of work film school dropouts trying to justify/recoup the cost of their equipment. ""Ghosts don't have such heavy footsteps."" Seriously? You can buy a variety of ""paranormal equipment"" online and start your own ghostbusting investigation team. These shows are ridiculous and I'm glad I only turn them on occasionally for background noise and to see just how silly they can be.",False
7,9,A haunting with answers.,jbdegriz,n/a,16/08/2025,"The Haunting Lodge was entertaining and informative, a truly enjoyable film. The program had first person interviews along with the details behind the investigation. The show provided several examples of what was being experienced and showed how the investigators worked to verify what was happening. I liked that some of the events were recorded for the viewer, not reenacted. While the primary crew did great work, they also brought in additional resources to get to the bottom of things. They certainly connected some dots for me. If you want to watch a show that provides some answers you need to check this one out.",False
8,1,Dull and predictable,jamesgordonemail,n/a,16/08/2025,"SpoilerThis is a movie bereft of any tension, scares or anything really interesting. Obvious the 10/10 reviews have been paid for or are from the cast and crew.The film just becomes laughable as soon as the ""Psychic"" shows up. She has great revelations that a hunting lodge is connected to guns and black boars.From that point on, its even worse acting and b.s.Not one reason is given for why the ""entities"" would be interested in a lodge in the middle of nowhere.All in all, avoid. There's just nothing here to overcome the dullness and lack of tension. There are far better haunting or contact films out there that are worth your time.",True
9,9,Well done,tkmm-43379,n/a,16/08/2025,"In The Haunting Lodge, a group of filmmakers unwittingly selects a seemingly ordinary lodge for their stay, only to be plunged into a nightmarish world of supernatural terror. The film excels in creating an atmosphere of suspense and dread through clever cinematography and chilling sound design, transforming every creak and whisper into a source of genuine horror. As the characters delve deeper into the lodge's mysteries, the film explores themes of fear, belief, and the fragile nature of sanity, all without resorting to gratuitous gore. With a talented cast delivering convincing performances, ""The Haunting Lodge"" stands out as a memorable addition to the horror genre, offering a chilling and thought-provoking cinematic experience that lingers long after the credits roll.",False
10,10,Absolutely phenomenal!,ryanseymore,n/a,16/08/2025,"When I say that this documentary has me absolutely speechless, it still doesn't do it justice! From the history, first hand interviews, evidence to back the claims, and an absolutely emotional roller-coaster of surprises. If you care as much about the paranormal as we do,
Do yourself a favor, check! This! Out! It's shockingly cinematic, suspenseful, energetic, and full of informative scenes that keep you wanting more!If you have not considered watching this film yet, you are truly missing out on (in my opinion) the best paranormal documentary this year! Kudos to everybody that was involved in the making of this film and I look forward to an update on this location in the future!Absolutely speechless. 👏👏👏👏👏",False
