Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,8,Endgame,0U,n/a,15/08/2025,"There isn't too much in the way of suspense or surprises when it comes to the story, but there are some shocking moments and funny lines in this epic finale. Again, like many of the best Marvel films, the holes and flaws are covered up with humor and fan service, making everything okay. That being said, I did prefer Infinity War to this film, which really misses the leads of the other Marvel franchises that were ""snapped"" out. Overall, however, there are only a few ways you can wrap up the main story of the MCU, and this was a solid direction.",False
2,7,Not as good as infinity war..,MoistMovies,n/a,15/08/2025,"SpoilerBut its a pretty good film. A bit of a mess in some parts, lacking the cohesive and effortless feel infinity war somehow managed to accomplish. Some silly plot holes and characters that could've been cut (Ahem, captain marvel and thanos). The use of Captain marvel in this film was just ridiculous. Shes there at the start, bails for some reason? And then pops up at the end to serve no purpose but deux ex machina a space ship...The past thanos part wasn't necessary when you think about it, they could've done this film without a real 'villain' And it would've worked and been a original take on a super hero film without using the same formula we have seen in 10+ super hero films already. The entire final battle felt like a rehashed messy battle, with a bunch more characters against thanos - basically mixing the space battle from infinity war; iron man, spider man etc and the final battle of infinity war with captain america, thor etc.. mashing those two into one within this new film. The scenes of trying to pull the gauntlet off his hand.. it all felt like a rehash.To me the best part of the film was the first act and half of the second, when everyone is lost and trying to figure out how to continue on. Really interesting themes that followed the pay off from infinity wars ending. And then the time heist part. Tho the heist part should've been much more stretched out. With only small parts of thanos within that, and not having him be the big bad again. But just a side character that gets in the way a little bit.And the setting up for 'new avengers' to replace the beloved actors and characters we have come to associate with these films.. they do not get me at all excited for the next phase in marvel films. Falcon, Valkyrie, blackpanther, cap marvel? I just dont care about them at all. And their actors lack any charisma or depth.To me this feels like a closing of marvel films that I'll really enjoy for my pop corn fix. I've given infinity war a 10/10 and some of the stand alone films 8's and 9's. But I have a sinking feeling this will not be happening in the future except the guardians of the galaxy films.It seems i maybe in the minority for my feelings towards this film, but im not sugar coating my opinion like it seems a few people are doing due to nostalgia. Its good, but not great. Had the opportunity to be better, maybe? And the setting up of new characters to come possible reflects on my score to... Because i just don't give two cents about any of them.",True
3,9,The zenith of the MCU franchise.,vert2712,n/a,15/08/2025,"I feel like I'm wasting my time writing down my thoughts about Avengers: Endgame, because nothing I (or any critic) could say about it would ever dissuade a prospective viewer from seeing it. But after having had the chance to watch it at a preview screening, I can't help but say a few spoiler-free words.I'm not your average fanboy -- most long-running franchises have bored me at this point, and I couldn't care less about the newest Star Wars episode or whether there will be another film set in the Harry Potter universe.But Marvel films have been consistently watchable, with many solid entries and a few great ones (Winter Soldier, Ragnarok, the first Guardians of the Galaxy among others). And after Infinity War ended with a cliffhanger, I was looking forward to the conclusion. Boy, was I not disappointed!Very few highly-anticipated movies live up to the hype, but Avengers: Endgame is one of them. It's the perfect follow up to Infinity War, and the absolute zenith of the Marvel franchise. It's hard to see how they'll be able to top this one.It's surprisingly inventive (even when you know where the story is headed, the plot takes a few tangents getting there), emotionally engaging (a few people were crying in the theater) and surprisingly funny (this is probably the most I've laughed in a Marvel film since Thor: Ragnarok). Visually speaking, it's a true spectacle (topping Infinity War in the 'epic battle' stakes), and even though it's three hours long, it doesn't feel bloated. The only times I glanced at my watch was because I was hoping there would be more time before the end.Yes, it's a superhero movie, but an immensely entertaining one (especially for fans who have seen all the pictures that came before it: there are tons of references and inside jokes to reward the faithful).If ""Return of the King"" managed to win Best picture at the 2003 Oscars Avengers: Endgame deserves at least a nomination. It's as good (and in many ways better) a conclusion to a fantasy/genre series as the Peter Jackson film,.Go see it.",False
4,10,They had no right to do that,ritchiep-56574,n/a,15/08/2025,"First review from me. This film deserves it. A superhero film, marvel or not, does not have the right to send me on the emotional rollercoaster that End Game did. It has no right to do what it did, paying tribute to 10 years of films whilst changing the rules as to what a superhero film should be.I laughed, lots.
I cried, lots.
I cheered (quietly and internally of course), lots
I even punched the air in a ""go on!"" during one sceneI can honestly say, no film has ever moved me like that. Hours later, my heart was still pounding, the adrenaline still flowing from this epic piece of film making.Made by fans, for fans. Are there flaws? Yes. If you over think the story of course there is. But it works. It flows. It fits.Go with it. Enjoy the ride.Soak up every second, it doesn't feel like 3 hours, it feels like a flow of story reaching a conclusion that will shock and move you.I have nothing else to say.10/10. Well done Russo brothers. Well done!Fans! Assemble!",False
5,10,Crazy in every sense,davyjones-636363,n/a,15/08/2025,"This film is an emotional rollercoaster with some of the coolest superhero plot lines ever drawn up. It's straight up the most epic Marvel film that will probably ever be created. I don't see how Marvel could ever top this, but getting to see these characters all together at least one last time was a reward all on its own.",False
6,10,Epic Ending,eandros-77451,n/a,15/08/2025,"Thank you Marvel, End Game is an ending that give me speechless.",False
7,10,Perfect ending,dhiraj-yahoo,n/a,15/08/2025,"After watching Infinity war, I was looking forward to much more this time, still a perfect ending.",False
8,10,Epic movie,miniminnie-23063,n/a,15/08/2025,As always avengers didn't disappoint even with a few loops or inconsistencies. Hope marvel does more movies about some characters from avengers.,False
9,10,The ending made all 22 movies worth it,larshoeijmans,n/a,15/08/2025,"If you're going to watch this movie, avoid any spoilers, even spoiler free reviews.
Which is why I'm not going to say anything about the movie. Not even my opinion. All I'm going to say is:The crowd applauded 3 times during the movie, and stood up to clap their hands after. This I have never witnessed in a Dutch cinema. Dutch crowds aren't usually passionate about this. I checked the row where I was sitting, and people were crying. After the movie, I was seeing people with smudged mascara. That's all I have to say about the movie.",False
10,6,"Amazing, but the more I dwell on it the worse it becomes",theroo200182,n/a,15/08/2025,"SpoilerI have to say, my first reaction walking out of the cinema was that it was great. Probably an 8/10. You know there's so much fan service in this movie and I particularly loved the ""I can do this all day"" CA line from one CA to another. It was almost Toy Story 2, enlightened Buzz to naive Buzz banter.I loved Clever Hulk, found Thor hilarious, though a bit annoying at times, and loved the references to past movies. Cap swinging Mjollnir around was beautiful.The deaths in this movie were also pretty surprising but I agree with some of the more balanced reviews in here that it was bizarre that so much time was spent on Hawkeye - does anyone really care about him? Not really.Killing off Black Widow was a surprising touch, but I, like many others, probably felt more of an emotional reaction to Banner's relationship with her and not Hawkeye (because no one actually cares about him). Renner, as an actor, just doesn't cut it much, unfortunately.The real problem with End Game, is the time travel. I don't know why any movie franchise would ever want to deal with time travel knowing how much grief it creates. Sure they try to explain everything with their hilarious conversation about movies, but in the end, there are just too many questions left at the end of the day, particularly when they already try to explain it through the Ancient One.The most glaring one of these is, if they change the past, they're changing another timeline, so how selfish is that? If Tony Stark snaps his fingers and kills Thanos, what happens to that original timeline? If he sent Thanos and everyone back, how does he magically know not to send Gamora back who is now stuck in 2023 - and so does that mean 2014 Quill never meets Gamora?!? What the hell? Essentially erasing the entire 2014 GOTG franchise in that universe. If Captain America goes back in time, he will inevitably change history in some way or another, so that is another timeline, right? So while everyone else's timeline is meant to stay the same in the present (as said by Stark) how does Cap end up sitting by the same lake as everyone else.There are also way too many questions about new timelines created - but perhaps that is intentional, such as the Loki TV show. But this is why I hate it when they bring time travel into any movie and just add stuff to it to make it wrap up nicely in their own universe.Also, don't get me started on how impossibly strong Thanos suddenly is without an infinity gauntlet? Even WITH the IG he couldn't stop Thor's Stormbringer, but now without the IG can easily defeat Thor with Stormbringer AND Mjollnir, Iron Man and Cap??? How convenient.I also think Marvel made a serious mistake creating Captain Marvel, how is she brought in as a convenient deus ex machina and yet doesn't really stick around to show off all her abilities, and she can't even defeat Thanos single handedly? Pfft. That was rich. She can barely prevent Thanos from snapping his fingers, yet in Infinity War, Cap was able to actually hold off his hand too? Bizarre parallels.So okay, sure, it was enjoyable to watch, but I just feel that there are too many plot inconsistencies creeping into End Game. There should have been better ways to get the infinity stones back, and I think someone stupid just thought time travel was the best way to do it,.",True
