Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,5,This could have been alright...,nerona13,n/a,16/08/2025,Why just whyyyyy must you add background music to this??!! It honestly ruined the whole vibe. If we're supposed to hear something happening but then add the music on top even louder wth is the point? 😐,False
2,5,Why?,jdbushcraft,n/a,16/08/2025,Why do directors insist on putting spooky music and sound effects into documentaries about ghosts? If you need the added hype you have a boring documentary. If something is going on we can't hear it through your added noise. How many times did someone aske if others heard something and the audience has no idea what they are talking about.Great premise th though. I like the 2 week stay. For such a haunted location they really didn't come back with much.,False
3,3,Could have been better.,birdtail-35693,n/a,16/08/2025,I watched it hoping it was gonna be a great film. Could have been better with all the history of the place. Any time something would happen the music would be so loud you couldn't hear the sound they were talking about. I had to keep rewinding it to hear what did happen.,False
4,2,Amateur hour!,xzyqgsh,n/a,16/08/2025,This was so bad! How did they manage to get a deal to be on Discovery Plus?!? There's people on YouTube that are more interesting than these people!It was amateurs thinking they could call themselves paranormal investigators. A spirit box and a camera doesn't mean you know what you're doing!Not good at all!,False
5,2,"Very boring, very fake.",teamtigerstrike,n/a,16/08/2025,"Wanted to love this but very hard to. I liked a lot of new Ghost Hunter's team episodes, but not sure what Kendall was going for here and it's clear that Brian and Richel are the weakest links of that group as they don't really investigate in here except just run around and pose for cameras and try to crack jokes that aren't all that funny. I don't know if this is meant as a fake documentary or not either, the stuff they ""find"" seems way too convenient and really...nothing happens in it. At all. If it's meant to be a movie then the acting is really bad. And if it's meant to be a documentary then why is all of the time spent on people's faces and not the supposed activity? No offense to whoever made it, I think more paranormal stuff out there the better but this is just really bad. Don't buy it, if a friend has it maybe watch last 3 minutes or so.",False
6,1,Watch people pretending to be excited.,lemmyhead,n/a,16/08/2025,"The first twenty minutes is about people arriving at the house. For the next twenty minutes, nothing happens. Nothing happens for the next twenty minutes. The final twenty minutes are different. People go outside and nothing happens. Also, at the end of the film, people are at their homes and talk about nothing happening.This film will be used by professors of parapsychology to prove that the paranormal does not exist.",False
7,1,"Wow, an hour and a half wasted",dvymxr,n/a,16/08/2025,"If you want to watch a movie about nothing, where nothing happens and it's just a bunch of grown adults sleeping and walking around with cameras, then this movie is for you.So the synopsis is simple. Go to a house that has been made famous by a few movies that have used Hollywood license and forced coaxing and encouragement to make people's stories ""scary"" by a couple of professed ""demonologists"" and ""psychics"" Ed and Lorraine Warren and film some ""strange occurrences"" supposedly happening in the home, but of course not caught on video or audio (why am I not surprised?).Next, make sure you say ""did you see that?"" and ""did you hear that?"" while the people viewing sit there dumbfounded because we didn't see or hear a thing, and apparently neither did the cameras or audio because they didn't playback ANY audio or video for us to make up our minds on the matter. Not one time. You would think that if there was such things occurring in the house then there would be plenty of evidence (not just hearsay and not just the word of the owners saying they experienced anything). But, there is not. Just a bunch of people sleeping, running around with cameras and finding absolutely nothing.Save your time. Save your money. Save your sanity and skip this drivel. They could have at least added CGI and special effects like all these ghost hunting shows to make it more interesting, but no. Even Ghost Adventures has at least something in it worth scratching your head over. This had nothing. Just a music box which could easily be explained and another monitor in the attic that could also be explained easily. Defective equipment. I can't tell you how many times my Playstation went off by itself. It wasn't due to a ghost not liking that I was beating the Dodgers 3-1 in baseball, it was due to the fact that it has spotty firmware/software and perhaps my Playstation 4 was overheating.These things can easily be explained naturally, not supernaturally. Orbs? Dust. It's almost always dust. Or an insect near the lens. But a spirit? Seriously? No, it's dust, or an insect. I think people want it to be something supernatural so much that they will say anything to help them believe that it is. ""I heard the floor creak! It's a ghost!"" No, it's just the house settling. Just like your bones popping as you're moving around or walking. It wasn't a ghost.",False
8,1,Cast was annoying and distracting,jeanniesrose,n/a,16/08/2025,Ghost hunters who claim to be professionals usually act more professional and don't run around making alot of noise and screaming. They might even catch some actual footage of paranormal activity if they weren't acting like 6 year Olds. Next time leave squealing women at home and see if you can actually make a movie that has some haunting in it.,False
9,7,Fun if you don't take it too seriously.,Commander_Sani_Ceto,n/a,16/08/2025,"I really enjoyed it, particularly seeing the inside of the house. It had an old school vibe of being spooked by the darkness, which is fun. I don't expect to learn anything new from shows like this, so I just sit back and enjoy. I would recommend.",False
10,1,"The House Is Cool, The Humans Suck",atxwriter,n/a,16/08/2025,The best thing about this documentary is the house. It's cool to get a better glimpse into it. The people are annoying. The girls are scared by cob webs and act stupid. One actually broke the door trying to open it. Why are they sleeping at night instead of investigating? Sleep during the day because they're barely any footage of the daytime. I can't believe you have to pay to watch this movie. They aren't experts in anything except scamming people out of their money.,False
