Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,7,"Decent series, but they missed a trick.",thefenna,n/a,16/08/2025,"If you're into background stories of individuals, the histories of the rivalries/competition etc, and the physicality of the sport, then this is totally the show for you. It's a decent series.But if you're hoping for an insight into the sport's rules and how the game is played to help gain an interest in the sport, then you won't get any of that.I was hoping the creators might have followed the F1 Drive to Survive series, where that had the odd explanation thrown in, which told us what the odd rule is, or what certain tactics aim to achieve etc.I was never a fan of F1, but I watched that series and because stuff was explained, it created an interest for me and I now see a point in watching a full race.I don't watch Rugby matches because I find them boring and too stop-start... Plus I don't understand all the rules, so confuses me when random penalties are given.I was hoping this Six Nations series would've chucked in some education. A bit more insight in that regard might convince me to have more interest in actual games.Others might feel the same perhaps.Still, I enjoyed the series because I have had plenty of experience with the rugby atmosphere thru friends, so it's not a totally alien sport to me. But to folk that's never given it a proper chance (like me with F1), it might be tough to stick with. It's not convinced me to start watching full games anyway.",False
2,8,Better than the newspaper reviews,boylec-50478,n/a,16/08/2025,"The series has got quite a harsh reception in the media but I enjoyed it a lot. I follow rugby so didn't need explainers on the rules of the game but I could see how some background and also the history of the Six Nations could have been beneficial.The characters are compelling and the interviews with specific players going to their homes, hearing their partners worries and learning their family history was interesting and fresh.Overall I think it's a strong series but it's not quite sure whether it should be 'Drive to Survive' following multiple characters or 'The Quarterback' which focuses on just three NFL players.I expect season 2 to get better and commend this first effort!",False
3,6,Above average,collycolm,n/a,16/08/2025,"It was fairly good. Was expecting to be blown away by it but it fell a little short. Probably down to personal preference but they didn't seem to spend that long on the Irish players. It seemed like a highlights reel of the 2023 6 Nations.Probably expected more action shots of rugby itself. Some of the interviews with various players were interesting, especially Negri, which gave a huge insight into the Zimbabwean born Italian.However, other players who were briefly interviewed, seemed to have huge potential but the documentary barely scratched the surface with these, leaving way more questions than answers.Probably worth a watch but could have been a lot better.",False
4,7,Too Anglo-focused for me :(,caoimhemakesfilms,n/a,16/08/2025,"Huge lover of the sport, and think season 2 improves widely upon season - but I can't help feeling as if some magic moments from the 2024 season were missed with such a heavy lens on England.Of course I understand the natural need for a narrative in non-fiction, but it felt like every team last year had such interesting development that could've been followed much more - Italy's match with France would've been a fantastic episode in and of itself. I know many rugby unions were funny with allowing camera crews in (and have since become much worse), but the increase in the behind the scenes of each team was genuinely super enjoyable to watch and relaxed the pacing slightly.Admittedly, I'm an Ireland fan so will always have some bias, but it was a shame to have such a brief focus on them so far into the series - especially with exclusive access to them during such a dynamic time for the team.Nonetheless, still a great series at humanising these players beyond their careers and successes. Wouldn't necessarily recommend to someone who isn't a rugby fan, but thus seems the way with these Netflix sports docs. Still, such a shame that Netflix have negated to continue on with this series. Maybe another approach in a few years could be a bit more successful!",False
5,9,Good for the sport,hooper-s,n/a,16/08/2025,"Watched the first couple of episodes with my partner (who is in no way a rugby fan) and she is keen to watch more. For me the show is therefore doing exactly the right thing in bringing more people into the sport.It's not perfect though and you could tell an 'all access' approach hadn't been taken. Would be good to see the more raw, heartfelt moments on the training field and in the changing rooms so you can really connect with the players and the team (rather than the motivational speeches which don't feel like the whole story).But all around good show and would recommend to both rugby fans and people new to the sport.",False
6,7,Surprisingly engaging,shazzawatchestelly,n/a,16/08/2025,"I'm from New Zealand. Generally this means we see all of these teams as our foes on the field and love to bag them during games. Kiwis find England especially irritating, France is often our bogey team in world cups, and now Ireland is the one to beat (used to be Aussie but they've been AWOL for some time now).Putting all of that aside. I began watching this with a conformation bias, but actually was pleasantly surprised. Sure the actual rugby is nothing more than a highlights reel, but actually it was the backstories of the players that was engaging and somewhat heart warming. I found myself very much rooting for Scotland (my great grandparents would be delighted!), fascinated by the philosophical reflections of coach Galthié, chuckling at the banter in the England squad and sympathising with those senior players grappling with decisions to retire from the game they love.It's a shame the focus was a bit more on just a couple of players and England's journey, rather than seeing the secret sauce behind Irelands success in recent years. But that said, it's great to see a positive spin on a great sport that hopefully is engaging a much wider audience as a result.Looking forward to seeing how Gats rebuilding plan for Wales plays out in the new few seasons, and hopefully seeing a few of these lads on the field out here in NZ playing the ABs!",False
7,10,Fantastic,jaycrafter,n/a,16/08/2025,"Full Contact stands out for its ability to seamlessly blending on-field intensity with behind-the-scenes intimacy. Navigating this balance cannot be easy, especially in a sport rooted in tradition. I think the producers succeed, creating a show that not only captivates with the raw power of the game but also adds a personal touch, connecting fans to the players and the sport on a deeper level.Ellis Genge and Andrew Porter are excellent ambassadors and hopefully the stories they share will help young aspiring players focus their energies into this exciting sport!Well done to the producers. They have done a tremendous job, looking forward to Season 2.",False
8,7,"Good, if you're into your rugby",neilj-34446,n/a,16/08/2025,"It's a good insight to the demands, commitment, physical and mental challenge of top class rugby. If you like your rugby and especially the six nations then it's a good watch.Some areas could be improved eg the editing of play is so disjointed that even if you know what's happening, it's not easy to follow the play. Also, not a single minute is dedicated to the fans (still got couple episodes to watch). This is so much a part of rugby and the six nations - the friendship between rival fans - it's a big miss IMHO.Agree with some other reviews that if you don't know rugby, it's not very welcoming. I think adding screen graphics to give an insight into rules/reasons for decisions could have been a different approach eg as conversion being taken, on screen graphic showing line from where ball grounded and added text could have help the non-initiated.",False
9,9,Indepth Super Analysis Of The Six Nations' Tournament,t-d-t-m82,n/a,16/08/2025,"I like my Rugby. This is a fabulous indepth analysis of the characters in international Rugby & the glory; pain & heartache which players go through to achieve their dreams of playing for their countries.It also looks at the players' family life & experiencing key moments of their lives such as marriage & early parenthood whilst preparing for the pressure points of the big games.There is indepth discussion with the coaches & the media commentary and it's well-shot & well-made. We need more series like this on Netflix, please!I like how it gets personal & players are asked intimate questions. You also see how tight the units are with the friendships on & off the pitch.",False
10,7,"Enjoyable, but....",qxfbpcrg,n/a,16/08/2025,"I'm a big (England) rugby fan and the 2024 six nations was probably the closest fought tournament across all 6 teams that there has ever been.Ireland and France were always favourites but actually all teams were capable of upsetting expected results, and that created a tournament full of results that were very close and could have easily have gone one way or another.As a rugby fan, I don't believe that the series really showcased the drama of the tournament as a whole.It was lost because of Netflix's intent on focusing on individuals rather than teams.Rugby is not a game of individuals. Yes there are stars, but no one is greater than the team.I just don't think the real drama of the 2024 six nations was shown in this series.But I love the game so I still enjoyed the series.",False
