Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,4,Underwhelming.,clintchappell70,n/a,16/08/2025,"Not a criticism, I thought it was particularly well made and researched. But ultimately this didn't deliver much... or any real WOW factor for me.",False
2,5,VIEWS ON FILM review of The House in Between,burlesonjesse5,n/a,16/08/2025,"Spoiler""Do you believe in ghosts?"" Yup. Sure I do. And that's why I sleep with a light or two on in my cozy abode.In 2020's The House in Between (my latest review), said house is well-constructed from an architectural standpoint. ""Between's"" darkened movie poster shows you this right off the bat. The house was gutted when the new homeowner came in and it is located in Florence, Mississippi.So yeah, The House in Between is a haunted house documentary that at times, feels hoary and dated. Otherwise heightened by eerie background music from Joseph Miller (Pink, Athena), ""Between"" suggests timeworn stuff like 2007's Paranormal Activity, a less scary version of Paranormal Witness, and TV's Ghost Adventures.""Between"" has directors Steve Gonsalves and Kendall Whelpton filming (and interviewing) various spook experts. We're talking investigators, EVP mongers, contractors, electricians, and even psychics. They try to uncover why baseballs roll inexplicably down stairs, lights turn on and off, and doors shut when no one is around. Oh and there might be a dead body in the backyard that was buried there over one hundred years ago.At 81 minutes, The House in Between gets a little more dramatis personae as it barrels along. Other times it drags, flashes, and sort of oversells. And unless you suspend your disbelief, it could almost feel like the ghostly events might have been staged (I get that vibe a lot with various shows of the ""unknown"").All in all, ""Between"" involves real-life people and supposedly true to life circumstances. There's hints of a solace note here. Unfortunately we as the audience member have seen this movie before (no pun intended). The House in Between has some tense moments where you'd be better off watching it during the daytime. However, it fails to not fully ""get your ghost"".",True
3,1,Garbage,berg-74532,n/a,16/08/2025,"This will be quick. This won't be a spoiler to anyone who has seen even a single ghost hunter show or doc they found nothing but a ball that rolled down the stairs once. While it would be easy to say ""hey but while they were filming this something actually happened"" that's true but something you hear almost at the beginning is they have had cameras hooked up to a dvr for NINE YEARS. That's right several cameras running nonstop for 78,000 HOURS straight and a ball rolling down a single stair is what they gathered in ghost proof. This is the point that should kill the production for attention hogs and the dubious science of this nonsense. How under any circumstance should people spend money on the creation of this documentary when they have more cumulative hours of nonstop surveillance to gather evidence and found a ball moving once. Turns out that one of the original Ghost Hunters from the SCI FI channel was behind this nonsense. They did go to real scientists, the most notable was the professor of Physics at Jackson State university but how they framed his answers to fit to what this scientific travesty got under the skin of this kind hearted professor to the point that he loudly stated ""ghosts aren't real"". When applying what he said to this what would happen in every instance of science to nonsense would be stated ""is it possible for, insert item, to move with out any force behind making it move"" he would say no, and that proves that the ball was moved by a supernatural entity. This had two mediums one ""professional"" one a crazy neighbor who started telling anyone who would listen that body's are buried all over the neighbors back yard since she was the creepiest little nine year old ever. With all the ghost nonsense I've seen I was not ready for the insertion of ET's thats all the crazy of ghost nonsense with a side of little green men. If you are so inclined a drinking game can be made from this, keep in mind the whole 9 years of recorded evidence a a single rolling ball, they say ""thats the first time in all my years of, I've every seen that, that is nothing as is this doc. If tens of thousands of dollars and nine years of recording showed nothing then this should kill this form of entertainment and it should go away forever.",False
4,1,Spoiler Alert - Nothing Happens,monkeyriderband,n/a,16/08/2025,SpoilerLots of talk about paranormal activity but the only evidence consists of a door opening and a baseball rolling down a staircase. Do NOT spend money on this documentary. It is a ridiculous waste of time.,True
5,1,Hour and 28 minutes I can't get back,mshadowsj71,n/a,16/08/2025,SpoilerAll that for one ball rolling down the steps? That's pretty bold claims that it's the most haunted house in America.,True
6,7,These low ratings,shieldfire,n/a,16/08/2025,"This is a prime case of expectation vs reality. For anyone even remotely into ""serious"" paranormal research (as opposed movie ghosts) the content of this documentary is more interesting than movie ghosts.The main problem with any and all documentaries or live shows of this kind is trust. You need to trust that the team is not producing the effects themselves somehow. Do you? If you accept what is happening on screen is real, then you need to explain it. People here complain that ""nothing"" is happening. But the point is - if it's not a hoax - WHY is it moving?This makes the whole thing interesting. Why is the ball moving seemingly by itself (and only that and no other object on the stairs). WHY are doors opening and closing by themselves? Discrediting the whole film because you expected seeing blood thirsty ghosts, ghouls or other horrors, completely misses the point. And renders the ""reviews"" meaningless. As someone said a physical source of energy is needed to move a physical object - which moves ""paranormal"" happenings into physics.I am convinced that much paranormal phenomena are so far unknown physics and are scientifically explainable. In this regards, and given it's not all a hoax, a *lot happens* in this documentary.",False
7,1,House in between,gortizny,n/a,16/08/2025,A movie that concentrates about a baseball and nothing else a waste of 1 hour and 20 minutes,False
8,7,Intriguing docu...,nerona13,n/a,16/08/2025,"Not bad I like the documentary style of this one, similar to the others made. Also the house itself was creepyy. If you like paranormal investigations that are a little more realistic ( I know it's a movie) it's a compelling one to watch. 👻",False
9,3,"Attempting to be real by being so mild.Ghosts exist, not in this movie",jackmeat,n/a,16/08/2025,"My quick rating - 2,8/10. This movie reminds me of the same thing ""Guinea Pig"" movies tried to do. They made the torture and violence look so real and pushed the envelope to make you think ""Hey maybe this really is a snuff film"". That was the whole point, try to get you to believe. This garbage is no different. Everyone knows today with a phone and a piece of glass, you can make things levitate, green screen nearly anything, etc. So this movie keeps it really simple, and boring I might add. Instead of ghosts being spotted or things flying around the room looking way past what most people would believe, the movie documents a house where the BIGGEST supernatural phenomenon that occurs is a bal rolling down the stairs. To watch these idiots try to play off such a MASSIVE breakthrough (if i put a ball on the very edge of a step everyday, I bet it rolls down sooner or later from all kinds of things, mainly gravity and vibration). This is just so plainly fake, yet done so mildly you may just go, ""yeah maybe"" but no, it isn't. I am hoping the makers of this read this. Go to Techny Towers, in Illinois. I saw ghosts there, they exist. If you have the balls, check it out. Reach out and I'll tell you the whole story of why it is haunted. Then use your money to find a real haunting and not fake this crap.",False
10,9,"Really interesting, great film!",catalanojesse,n/a,16/08/2025,So baffled by the not so great reviews. I loved Steve on his other shows and thought he was equally as wonderful on this one. Super spooky happenings and found the last bit with the door shutting in the reflection really interesting. Loved it!,False
