Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,8,Are you not entertained?,ncj-95182,n/a,17/08/2025,"Great documentary. Cameron's podcasts are excellent too, entertaining and informative.",False
2,7,To deepen your reflection on the beginnings of Christianity,chapolisa,n/a,17/08/2025,"SpoilerA good documentary. Certainly oriented, with a probably too important emphasis placed on Paul, a few stakeholders who are marginal in their positions (Richard Carrier or Robert Price for example).But all in all, this is a fairly accurate point of view as to what the majority of researchers in the field think on many points (Jesus as a Jew and his respect for the Law, the dating of the texts or the conflict between Paul and the Church of Jerusalem and more generally the variety of early Christianity for example).And indeed the great majority of specialists are believers (in fact believers who have become specialists) and who are generally paid by churches or church dependencies. Despite this, until the last 10 minutes, most researchers will agree with at least 80% of the documentary (Paul is too important in this story and too many doubts about the divinity of Jesus with a particularly hazardous connection to the cult. Of the Roman Emperors).A large number of researchers would undoubtedly disagree (including a few just in order to keep their jobs).And (always until the last 10 minutes), the ideas being defended are quite plausible and in the majority of cases, very solid.",True
3,8,"Big topic, big ideas",rinosphere,n/a,17/08/2025,"Cameron's put together a wealth of research and interviews, mixed it all together with the trademark humour from his podcasting career, and gives a strong sense that the picture is so much bigger - that there's more yet to explore and discuss. It's got a lot of content, so be patient with it. And bear in mind this very much about the history of early Christianity and doctrine (and changes in historians' perspective), and less about the mythical or religious elements - although they do enter into it too. Maybe it should have a byline: How to fine-tune a religion for maximum market share and domination, if you're one of the Apostles.",False
4,10,"Not perfect, but bloody good",molloytd,n/a,17/08/2025,An insightful look at early Christian beginnings. Bound to upset those who believe in the view that the Bible is literal.Be warned Cameron does have a topically Australian sense of humour which may run some people the wrong way. Thank the Lord.,False
5,n/a,First hour great then obvious bias shows,n/a,n/a,17/08/2025,I am not a practicing Christian so did not feel I had something to defend. I do have history degree so was interested in a non-religious view. You won't find it here. Be prepared. This isn't a fact based account. It is an argument for the writer's position. Fair enough by the way. Just know what you are watching.,False
6,6,It was interesting and thought provoking.,xsile-32082,n/a,17/08/2025,"I found it a interesting watch and I find the reviews even more interesting with how many outright bash people beliefs. Imagine this but it was the Koran, how tolerant do you think those believers would be of the movie?
All in all worth watching but Christianity is a easy target and it does not take much courage at all to make a movie like this about it.",False
7,10,Not really 10/10 but doing this to offset the offended Christians,omegayouall,n/a,17/08/2025,"It's OK. I feel like the documentary made a lot of sense. I need to check the verses that they quote and probably should go through all of the Bible first but in any case I found it fairly thought provoking.I came here to check the reviews and saw some ppl who have been offended by this and consider it ""fake news"". I don't think it's fake news I think it gives a fairly balanced approach to the reality of the situation.My true rating is probably 7.5/10. It's good, worth a watch but won't say anything you didn't already knew.",False
8,7,"No biblical theological understanding, but..",bhiphop-71602,n/a,17/08/2025,"It was informative! They just clearly don't understand WHY Jesus was misunderstood. No understanding of Christian theology, except for ""Jesus was called the Messiah and Son of God"" lol.",False
9,10,Excellent and Intriguing,semiotic-29663,n/a,17/08/2025,Many heavy hitters of the Jesus Mythicist movement are prominently displayed here. And that's what people are realizing more and more; that the NT is a collection of fables and allegories not unlike Greek mythology.,False
10,7,Refreshing,orvisdn,n/a,17/08/2025,"Nice to watch something on Christianity that looks at Jesus from a human perspective and historical. It's still annoying that they talk about the Bible as if it's what Jesus actually said when that is not the case, it would be nice if they would acknowledge that the new testaments are not actual words from Jesus but from the many many people who actually created Christianity over the couple hundred years after Jesus died.",False
11,3,Paul the entrepreneur?,rhounslow-40-825899,n/a,17/08/2025,"This is definitely a light-hearted attempt to try and explain away Jesus and who he was. I had a few giggles here and there and thought, ok that's pretty funny. However, I can't believe I actually contributed to the making of this film expecting something that was seriously going to contend with the authenticity of Christianity and its origins.When it got to the point where it was suggested that Paul became a follower of Christ for the money I pretty much switched off.Paul was a hater and chief persecutor of Christians. Becoming a follower and believer of Christ for him meant certain death. And for Paul, to think I'll get into this Jesus stuff for money, overnight (literally), is just plain silly. Paul, the apostles and many of the original disciples died for their faith, not for money.The rest of the points made in this film can be easily refuted with a bit of googling.#MarketingTheMessiah #film #documentary #Jesus #Christianity",False
12,10,Fascinating Documentary,johnjoslin-66583,n/a,17/08/2025,"SpoilerIncredibly interesting set of interviews with biblical scholars wittily and insight fully edited by Cameron Reilly. Some of the scholars, though by no means all, uphold that Jesus of Nazareth was a completely mythical character. Whichever way you look at this, even if there was a historical Jesus then there is still the question of how much of his life was made up by the Gospel writers. Even if you believe that there was a historical figure if you take out the virgin birth, miracles, the resurrection, what is left of Jesus of Nazareth? His sayings? However, the main theme of the film is how a small, insignificant movement ended up becoming the official and only legal religion of the Roman Empire eventually becoming a major world religion. Thanks in great part to Saint Paul. Anyway, well worth watching with plenty of food for thought for all. Enjoy!",True
