Review_number,User_rating,Review_title,User_id,User_id_link,Created_at,Review_Text,Spoiler
1,8,The True Picture... and more to reveal,callasif-629-778944,n/a,15/08/2025,"Yes it is the true picture... but unfortunately not all the truth is being shown due to powerful Sicilian mafias. These mafias has grown worldwide, expanding their tentacles to grab the throat of poor. They have manipulated the system, which is now supporting them, either it is bureaucracy, establishment, politicians or judiciary. Rich countries are safe havens for the looters because they are brining in the black money to their countries...... and that's the reason these rich countries do not snub them. Good thing is that voices are now being raised against this un-justice and hopefully, the sanity and truth will prevail.",False
2,9,Been waiting over a year for this,Starlight717,n/a,15/08/2025,"Anyone who follows the political landscape of Pakistan is aware of the dynast politicians running it. This documentary was supposed to expose the corruption practices that have left Pakistan in the state that it is now. A well- known journalist has been assassinated after making this. Many others are either being abducted, assassinated and tortured right now by the current facist regime (and no it's not IK who is accused of corruption in this documentary as a reviewer is trying his best to misguide). Been waiting for this expose for a year now. Can't wait for this to be released and see the dynast politicians and the puppet masters squirm.",False
3,9,Corruption with an Honor-guard,yassumassi,n/a,15/08/2025,"Well executed documentary where corruption, exploitation and abuse of power is used blatantly by certain anti state and anti-democracy groups within a key geopolitical country. Grease the hands of behind the curtains thugs, these players wear a veil of democracy so they can spread their agenda to their own people and the world. If and when you raise concern or voice you get terminated/assassinated like one of the investigative journalist associated with this project (Arshad Sharif).I feel for the people of mentioned country, so naïve and fools for suffering the injustice since sixties.God Bless.",False
4,10,Arshad Shareef the True Warrior and Defender of Pakistan,anomy-46286,n/a,15/08/2025,"Exposing the bad characters of life is something really BiG because it involves a lot of risk and Arshad paid the price by giving his life but one thing is for sure that his efforts will be rewarded sooner or later.This documentary is all about Difference in Law system for the rich and poor. Law always helps the rich people in any way possible which itself is a worst thing. Poor people can't buy Law that's why they are the only one's who are affected. Equal Law system for everyone should be the basic rule of any country in order to progress, without this no country can prosper. We should always support truth no matter what.",False
5,10,Arshad sharif,zohaibkhan-23290,n/a,15/08/2025,"You can have idea about the documentary when you see the implication in real life.Arshad sharif killed, imran khan has assassination attempted on him, establishments doesn't allow to register case in both of them. It's all about corruption money.We need to create more awareness about britian being hub of money launderers.So it's a very good documentary for people living in rich countries to know that how they are destroying of countries by giving safe heavens to criminals, corrupt generals, politicians, beaurocrates and even judges.Even Pakistan chief justice to be has unexplained wealth outside Pakistan and he is involved in everything with current establishment.",False
6,10,credibility of this documentary,asaadghani,n/a,15/08/2025,Credibility of this documentary is that a journalist lost his life for making this documentary. #ArshadSharif was the bravest investigative journalist of Pakistan. Shame on all those journalists around world who kept silence on his cold blood murder in Kenya 🇰🇪. He was shot in the head. Fake encounter. Family of arshad sharif still not able to register FIR. Lawyers withdrawn from the case. Court stuck. Jit didnt complete its work. No TV channel in pakistan can raise voice for him nor any journalist can ask questions on details of his murder. This documentary will disclose that how corrupt mafia works in third world country and how Powerful stake holders back those mafia families. How mafia can blackmail anyone even they can blackmail judges cops lawyers.,False
7,10,Arshad sharif you were worth so much,wardahajmal-37962,n/a,15/08/2025,"In the loving memory of arshad sharif who tried to expose the dirty games nawaz and family had been playing and got him murdered.We as a pakistani nation have lost many souls in this war againt the forced rulers but Arshad sharif was the saddest one.This documentary is a tight slap on the face of every corrupted politician who think they can get away with almost everything.Let God do His job, stop playing God on His earth. May all the corrupted politicians rot in the deepest pits of hell and i pray they end up getting diseases that will kill them very painfully but slowly.May God grant Arshad sharif the highest raanks in heaven and i pray his family finds peace.",False
8,n/a,"Unveiling the Secrets of Power and Corruption: ""Behind Closed Doors"" Sheds Light on PEPs and Stolen Wealth",n/a,n/a,15/08/2025,"I recently watched the eye-opening documentary, ""Behind Closed Doors,"" and it had a profound impact on me. The film explores the world of Politically Exposed Persons (PEPs) and exposes the risks associated with corruption and bribery.""Behind Closed Doors"" uncovers how PEPs exploit British finance and offshore jurisdictions to launder and hide their wealth. It reveals how London becomes their hub for buying properties, taking legal action, and starting anew after their downfall.What sets this documentary apart is its focus on a developing country's fight to reclaim stolen money from Britain. It showcases the determination of those challenging the system and demanding justice.The film combines powerful storytelling with compelling evidence, educating viewers about corruption's complex web. It raises important questions about the responsibility of financial institutions and governments.I highly recommend this documentary to anyone seeking insight into corruption, offshore finance, and the pursuit of justice. It's a wake-up call that urges us to advocate for transparency and accountability. Get ready to be enlightened and moved by the hidden truths behind power and wealth.",False
9,10,Definitely worth watching,usamamaqsood-49523,n/a,15/08/2025,The documentary is a good depiction of how a country has been destroyed by industrialist crooks and murderers to whom their factories and businesses matter more than the country. I highly recommend everyone to watch this as it will be an eye opener for people who consider politicians some sacred cows. The journalist behind this documentary was also killed in cold blood in Kenya by Kenyan police. The family of the journalist has still not been served justice. I really hope that we can get more documentaries produced like this and be readily available to public on platforms like netflix and youtube etc. So everyone can access and watch it.,False
10,7,Pakistan,ahtshamwaheed,n/a,15/08/2025,"SpoilerAnyone who follows the political landscape of Pakistan is aware of the dynast politicians running it. This documentary was supposed to expose the corruption practices that have left Pakistan in the state that it is now. A well- known journalist has been assassinated after making this. Many others are either being abducted, assassinated and tortured right now by the current facist regime (and no it's not IK who is accused of corruption in this documentary as a reviewer is trying his best to misguide). Been waiting for this expose for a year now. Can't wait for this to be released and see the dynast politicians and the puppet masters squirm.7 out of 8 found this helpful.",True
